test_GPS
t,lat,long,speed,heading,
140413.087,-5359492.97961,335238.063168,0.0,0.0,
140414.087,-5359492.97961,335238.063168,0.0,0.0,
140415.087,-5359492.97961,335238.063168,0.0,0.0,
140416.087,-5359492.97961,335238.063168,0.0,0.0,
140417.087,-5359492.97961,335238.063168,0.0,0.0,
140418.087,-5359492.97961,335238.063168,0.0,0.0,
140419.087,-5359492.97961,335238.063168,0.0,0.0,
140420.087,-5359492.97961,335238.063168,0.0,0.0,
140421.087,-5359492.97961,335238.063168,0.0,0.0,
140422.087,-5359492.97961,335238.063168,0.0,0.0,
140423.087,-5359492.97961,335238.063168,0.0,0.0,
140424.086,-5359492.97961,335238.063168,0.0,0.0,
140425.086,-5359492.97961,335238.063168,0.0,0.0,
140426.086,-5359492.97961,335238.063168,0.0,0.0,
140427.086,-5359492.97961,335238.063168,0.0,0.0,
140428.086,-5359492.97961,335238.063168,0.0,0.0,
140429.086,-5359492.97961,335238.063168,0.0,0.0,
140430.086,-5359492.97961,335238.063168,0.0,0.0,
140431.086,-5359492.97961,335238.063168,0.0,0.0,
140432.086,-5359492.97961,335238.063168,0.0,0.0,
140433.086,-5359492.97961,335238.063168,0.0,0.0,
140434.086,-5359492.97961,335238.063168,0.0,0.0,
140435.086,-5359492.97961,335238.063168,0.0,0.0,
140436.086,-5359492.97961,335238.063168,0.0,0.0,
140437.086,-5359492.97961,335238.063168,0.0,0.0,
140438.086,-5359492.97961,335238.063168,0.0,0.0,
140439.086,-5359492.97961,335238.063168,0.0,0.0,
140440.086,-5359492.97961,335238.063168,0.0,0.0,
140441.086,-5359492.97961,335238.063168,0.0,0.0,
140442.086,-5359492.97961,335238.063168,0.0,0.0,
140443.086,-5359492.97961,335238.063168,0.0,0.0,
140444.086,-5359492.97961,335238.063168,0.0,0.0,
140445.086,-5359492.97961,335238.063168,0.0,0.0,
140446.086,-5359492.97961,335238.063168,0.0,0.0,
140447.086,-5359492.97961,335238.063168,0.0,0.0,
140448.086,-5359492.97961,335238.063168,0.0,0.0,
140449.086,-5359492.97961,335238.063168,0.0,0.0,
140450.086,-5359492.97961,335238.063168,0.0,0.0,
140451.086,-5359492.97961,335238.063168,0.0,0.0,
140452.086,-5359492.97961,335238.063168,0.0,0.0,
140453.086,-5359492.97961,335238.063168,0.0,0.0,
140454.086,-5359492.97961,335238.063168,0.0,0.0,
140455.086,-5359492.97961,335238.063168,0.0,0.0,
140456.086,-5359492.97961,335238.063168,0.0,0.0,
140457.086,-5359492.97961,335238.063168,0.0,0.0,
140458.086,-5359492.97961,335238.063168,0.0,0.0,
140459.086,-5359492.97961,335238.063168,0.0,0.0,
140500.086,-5359492.97961,335238.063168,0.0,0.0,
140501.086,-5359492.97961,335238.063168,0.0,0.0,
140502.086,-5359492.97961,335238.063168,0.0,0.0,
140503.086,-5359492.97961,335238.063168,0.0,0.0,
140504.086,-5359492.97961,335238.063168,0.0,0.0,
140505.086,-5359492.97961,335238.063168,0.0,0.0,
140506.086,-5359492.97961,335238.063168,0.0,0.0,
140507.086,-5359492.97961,335238.063168,0.0,0.0,
140508.086,-5359492.97961,335238.063168,0.0,0.0,
140509.086,-5359492.97961,335238.063168,0.0,0.0,
140510.086,-5359492.97961,335238.063168,0.0,0.0,
140511.086,-5359492.97961,335238.063168,0.0,0.0,
140512.086,-5359492.97961,335238.063168,0.0,0.0,
140513.086,-5359492.97961,335238.063168,0.0,0.0,
140514.086,-5359492.97961,335238.063168,0.0,0.0,
140515.086,-5359492.97961,335238.063168,0.0,0.0,
140516.086,-5359492.97961,335238.063168,0.0,0.0,
140517.086,-5359492.97961,335238.063168,0.0,0.0,
140518.086,-5359492.97961,335238.063168,0.0,0.0,
140519.086,-5359492.97961,335238.063168,0.0,0.0,
140520.086,-5359492.97961,335238.063168,0.0,0.0,
140521.086,-5359492.97961,335238.063168,0.0,0.0,
140522.086,-5359492.97961,335238.063168,0.0,0.0,
140523.086,-5359492.97961,335238.063168,0.0,0.0,
140524.086,-5359492.97961,335238.063168,0.0,0.0,
140525.086,-5359492.97961,335238.063168,0.0,0.0,
140526.086,-5359492.97961,335238.063168,0.0,0.0,
140527.086,-5359492.97961,335238.063168,0.0,0.0,
140528.086,-5359492.97961,335238.063168,0.0,0.0,
140529.086,-5359492.97961,335238.063168,0.0,0.0,
140530.086,-5359492.97961,335238.063168,0.0,0.0,
140531.086,-5359492.97961,335238.063168,0.0,0.0,
140532.086,-5359492.97961,335238.063168,0.0,0.0,
140533.086,-5359492.97961,335238.063168,0.0,0.0,
140534.086,-5359492.97961,335238.063168,0.0,0.0,
140535.086,-5359492.97961,335238.063168,0.0,0.0,
140536.086,-5359492.97961,335238.063168,0.0,0.0,
140537.086,-5359492.97961,335238.063168,0.0,0.0,
140538.086,-5359492.97961,335238.063168,0.0,0.0,
140539.086,-5359492.97961,335238.063168,0.0,0.0,
140540.086,-5359492.97961,335238.063168,0.0,0.0,
140541.086,-5359492.97961,335238.063168,0.0,0.0,
140542.083,-5359492.97961,335238.063168,0.0,0.0,
140543.083,-5359492.97961,335238.063168,0.0,0.0,
140544.083,-5359492.97961,335238.063168,0.0,0.0,
140545.083,-5359492.97961,335238.063168,0.0,0.0,
140546.083,-5359492.97961,335238.063168,0.0,0.0,
140547.083,-5359492.97961,335238.063168,0.0,0.0,
140548.083,-5359492.97961,335238.063168,0.0,0.0,
140548.304,-5359492.97961,335238.063168,0.0,0.0,
140549.304,-5359492.97961,335238.063168,0.0,0.0,
140550.304,-5359492.97961,335238.063168,0.0,0.0,
140551.304,-5359492.97961,335238.063168,0.0,0.0,
140552.304,-5359492.97961,335238.063168,0.0,0.0,
140553.304,-5359492.97961,335238.063168,0.0,0.0,
140554.083,-5359492.97961,335238.063168,0.0,0.0,
140555.083,-5359492.97961,335238.063168,0.0,0.0,
140556.083,-5359492.97961,335238.063168,0.0,0.0,
140557.083,-5359492.97961,335238.063168,0.0,0.0,
140558.083,-5359492.97961,335238.063168,0.0,0.0,
140559.083,-5359492.97961,335238.063168,0.0,0.0,
140600.081,-5359492.97961,335238.063168,0.0,0.0,
140600.302,-5359492.97961,335238.063168,0.0,0.0,
140601.302,-5359492.97961,335238.063168,0.0,0.0,
140602.302,-5359492.97961,335238.063168,0.0,0.0,
140603.302,-5359492.97961,335238.063168,0.0,0.0,
140604.302,-5359492.97961,335238.063168,0.0,0.0,
140605.302,-5359492.97961,335238.063168,0.0,0.0,
140606.081,-5359492.97961,335238.063168,0.0,0.0,
140606.3,-5359492.97961,335238.063168,0.0,0.0,
140607.3,-5359492.97961,335238.063168,0.0,0.0,
140608.3,-5359492.97961,335238.063168,0.0,0.0,
140609.3,-5359492.97961,335238.063168,0.0,0.0,
140610.3,-5359492.97961,335238.063168,0.0,0.0,
140611.3,-5359492.97961,335238.063168,0.0,0.0,
140612.081,-5359492.97961,335238.063168,0.0,0.0,
140612.3,-5359492.97961,335238.063168,0.0,0.0,
140613.3,-5359492.97961,335238.063168,0.0,0.0,
140614.3,-5359492.97961,335238.063168,0.0,0.0,
140615.3,-5359492.97961,335238.063168,0.0,0.0,
140616.3,-5359492.97961,335238.063168,0.0,0.0,
140617.3,-5359492.97961,335238.063168,0.0,0.0,
140618.081,-5359492.97961,335238.063168,0.0,0.0,
140618.3,-5359492.97961,335238.063168,0.0,0.0,
140619.3,-5359492.97961,335238.063168,0.0,0.0,
140620.3,-5359492.97961,335238.063168,0.0,0.0,
140621.3,-5359492.97961,335238.063168,0.0,0.0,
140622.3,-5359492.97961,335238.063168,0.0,0.0,
140623.3,-5359492.97961,335238.063168,0.0,0.0,
140624.081,-5359492.97961,335238.063168,0.0,0.0,
140624.3,-5359492.97961,335238.063168,0.0,0.0,
140625.3,-5359492.97961,335238.063168,0.0,0.0,
140626.3,-5359492.97961,335238.063168,0.0,0.0,
140627.3,-5359492.97961,335238.063168,0.0,0.0,
140628.3,-5359492.97961,335238.063168,0.0,0.0,
140629.3,-5359492.97961,335238.063168,0.0,0.0,
140630.098,-5359492.97961,335238.063168,0.0,0.0,
140631.098,-5359492.97961,335238.063168,0.0,0.0,
140632.098,-5359492.97961,335238.063168,0.0,0.0,
140633.098,-5359492.97961,335238.063168,0.0,0.0,
140634.098,-5359492.97961,335238.063168,0.0,0.0,
140635.098,-5359492.97961,335238.063168,0.0,0.0,
140636.097,-5359492.97961,335238.063168,0.0,0.0,
140637.097,-5359492.97961,335238.063168,0.0,0.0,
140638.097,-5359492.97961,335238.063168,0.0,0.0,
140639.097,-5359492.97961,335238.063168,0.0,0.0,
140640.097,-5359492.97961,335238.063168,0.0,0.0,
140641.097,-5359492.97961,335238.063168,0.0,0.0,
140642.097,-5359492.97961,335238.063168,0.0,0.0,
140643.097,-5359492.97961,335238.063168,0.0,0.0,
140644.097,-5359492.97961,335238.063168,0.0,0.0,
140645.097,-5359492.97961,335238.063168,0.0,0.0,
140646.097,-5359492.97961,335238.063168,0.0,0.0,
140647.097,-5359492.97961,335238.063168,0.0,0.0,
140648.097,-5359492.97961,335238.063168,0.0,0.0,
140649.097,-5359492.97961,335238.063168,0.0,0.0,
140650.097,-5359492.97961,335238.063168,0.0,0.0,
140651.097,-5359492.97961,335238.063168,0.0,0.0,
140652.097,-5359492.97961,335238.063168,0.0,0.0,
140653.097,-5359492.97961,335238.063168,0.0,0.0,
140654.087,-5359492.97961,335238.063168,0.0,0.0,
140655.087,-5359492.97961,335238.063168,0.0,0.0,
140656.087,-5359492.97961,335238.063168,0.0,0.0,
140657.087,-5359492.97961,335238.063168,0.0,0.0,
140658.087,-5359492.97961,335238.063168,0.0,0.0,
140659.087,-5359492.97961,335238.063168,0.0,0.0,
140700.087,-5359492.97961,335238.063168,0.0,0.0,
140701.087,-5359492.97961,335238.063168,0.0,0.0,
140702.087,-5359492.97961,335238.063168,0.0,0.0,
140703.087,-5359492.97961,335238.063168,0.0,0.0,
140704.087,-5359492.97961,335238.063168,0.0,0.0,
140705.087,-5359492.97961,335238.063168,0.0,0.0,
140706.087,-5359492.97961,335238.063168,0.0,0.0,
140707.087,-5359492.97961,335238.063168,0.0,0.0,
140708.087,-5359492.97961,335238.063168,0.0,0.0,
140709.087,-5359492.97961,335238.063168,0.0,0.0,
140710.087,-5359492.97961,335238.063168,0.0,0.0,
140711.087,-5359492.97961,335238.063168,0.0,0.0,
140712.087,-5359492.97961,335238.063168,0.0,0.0,
140713.087,-5359492.97961,335238.063168,0.0,0.0,
140714.087,-5359492.97961,335238.063168,0.0,0.0,
140715.087,-5359492.97961,335238.063168,0.0,0.0,
140716.087,-5359492.97961,335238.063168,0.0,0.0,
140717.087,-5359492.97961,335238.063168,0.0,0.0,
140718.086,-5359492.97961,335238.063168,0.0,0.0,
140719.086,-5359492.97961,335238.063168,0.0,0.0,
