goNorth
u_L,u_R,heading,
55.8484237905,44.1515762095,-1.67097822586,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
56.1526346791,43.8473653209,-1.75789562261,
