test_GPS
t,lat,long,speed,heading,
134510.0,40.159859945,69.1261793974,0.60138,-0.468446371235,
134511.0,39.789722742,68.3848798864,0.64764,-0.468446371235,
134512.0,39.4195854852,67.4582554977,0.76072,-0.468446371235,
134513.0,39.0494482334,66.531631109,0.85324,-0.468446371235,
134514.0,38.4942424544,65.4196818425,0.90978,-0.468446371235,
134515.0,38.1241050985,64.1224076984,0.98688,-0.468446371235,
134516.0,37.5688992829,62.8251335542,1.028,-2.05669599055,
134517.0,34.4227353034,62.8251335542,1.00744,-2.16734986513,
134518.0,30.9064341479,61.8985091655,1.08968,-2.1844540918,
134519.0,28.8706805133,59.8599355103,1.12052,-2.13069795083,
134520.0,26.0946534618,59.4892857548,1.14622,-2.18026530159,
134521.0,24.2439684473,57.6360369775,1.16678,-2.12807995696,
134522.0,22.0231464396,55.0414886891,1.20276,-2.13907553124,
134523.0,19.2471191041,52.0762906453,1.38266,-2.17991623574,
134524.0,17.7665711004,49.4817423568,1.40322,-2.18969007955,
134525.0,16.2860232073,47.257843824,1.42892,-2.21569548541,
134526.0,13.5099963601,45.775244802,1.4649,-2.33472694039,
134527.0,11.6593117303,43.7366711469,1.34668,-2.4525366649,
134528.0,9.80862722289,42.4393970028,1.3364,-2.57313891622,
134529.0,7.58780593089,41.8834223694,1.47518,-2.8265607236,
134530.0,6.1072583941,41.1421228586,1.47004,-2.91871410811,
134531.0,5.18191616557,40.0301735921,1.36724,-2.96304547111,
134532.0,3.70136875267,42.0687472472,1.66022,2.80072985068,
134533.0,3.33123193744,44.2926457801,1.35696,2.53927952873,
134534.0,2.96109510547,46.3312194352,1.34668,2.25967778256,
134535.0,1.8506844752,48.5551179681,1.04342,2.17799637356,
134536.0,0.740273801566,50.5936916233,1.0023,2.17380758336,
134537.0,0.0,53.3735647894,1.03314,2.17660011016,
134538.0,-0.55520537417,55.4121384446,1.0023,2.27817827263,
134539.0,-2.22082152999,57.2653872219,1.21818,2.38307256067,
134540.0,-3.88643773159,58.9333111216,1.4649,2.58535622098,
134541.0,-4.44164317776,60.4159101436,1.37238,2.65743831909,
134542.0,-5.36698554719,61.3425345323,1.27472,2.87996779872,
134543.0,-6.10725945335,62.0838340431,1.23874,2.91853957518,
134544.0,-7.03260180449,62.269158921,1.0794,3.10005381739,
134545.0,-8.51314951421,61.7131842878,1.08968,-3.01680161207,
134546.0,-9.80862874112,61.1572096545,1.06912,-3.01819787547,
134547.0,-10.3638341106,60.786559899,0.76072,-2.99097073914,
134548.0,-11.2891763892,60.2305852658,0.66306,-2.85867478184,
134549.0,-12.7697241131,60.2305852658,0.40092,-2.88049139749,
134550.0,-13.6950665043,60.786559899,0.0,-3.03931635942,
134551.0,-15.1756142336,60.786559899,0.0,-2.94157792131,
134552.0,-17.7665728694,61.52785941,0.63222,-3.12082323549,
134553.0,-19.2471207853,62.6398086765,0.63736,2.68850517977,
134554.0,-21.4679426442,63.9370828206,0.9509,2.67489161161,
134555.0,-23.6887643713,64.3077325762,0.98174,2.74069052441,
134556.0,-27.7602707886,64.4930574539,1.14108,2.86652876348,
134557.0,-30.5362980535,65.2343569648,1.285,2.91941223981,
134558.0,-33.1272567778,65.6050067203,1.30556,2.92272836539,
134559.0,-35.1630101507,66.1609813535,1.29014,2.72899681842,
134600.0,-36.8286266469,66.9022808645,1.12566,2.64906073868,
134601.0,-37.939037731,67.6435803755,0.9252,2.47225888545,
134602.0,-39.41958591,68.7555296419,0.96632,2.34537344883,
134603.0,-40.344928734,70.0528037861,0.99716,2.24327168759,
134604.0,-40.7150661929,71.535402808,1.00744,2.04622401504,
134605.0,-40.7150667541,73.2033267077,0.8995,1.90956473461,
134606.0,-40.7150671283,74.3152759741,0.72474,1.67097822586,
134607.0,-39.9747939762,76.7244993847,0.9252,1.3582152239,
134608.0,-39.7897259133,78.0217735289,0.92006,1.25175013953,
134609.0,-39.4195893516,79.319047673,0.92006,1.16116755135,
134610.0,-38.6793157284,80.4309969395,1.18734,0.993790476086,
134611.0,-37.1987683263,82.284245717,1.20276,0.767421272102,
134612.0,-36.088357719,83.5815198612,1.11024,0.671428163242,
134613.0,-34.7928786371,85.0641188831,1.09482,0.526216769476,
134614.0,-33.6824679276,86.1760681496,0.90978,0.338419341962,
134615.0,-32.7571256015,86.9173676606,0.8995,0.158999494857,
134616.0,-32.2019206739,89.1412661934,0.93034,0.212930168743,
134617.0,-31.2765784613,90.4385403376,1.0794,0.161617488735,
134618.0,-30.3512363231,92.1064642372,1.16164,0.287804793654,
134619.0,-29.4258941581,93.774388137,1.17192,0.575435054383,
134620.0,-28.3154832311,94.5156876479,1.07426,0.753109572236,
134621.0,-27.2050724565,95.9982866698,1.04342,0.724311639578,
134622.0,-26.0946615762,97.1102359363,1.06398,0.601964059013,
134623.0,-24.6141135519,97.8515354473,1.03828,0.424813139935,
134624.0,-23.3186339987,98.4075100805,1.12566,0.381179908636,
134625.0,-22.3932915506,99.3341344691,1.1051,0.55553830091,
134626.0,-22.7634288114,100.446083736,0.94576,1.04388142562,
134627.0,-23.1335660061,101.187383247,0.95604,1.48126093617,
134628.0,-24.0589088312,102.114007635,0.93548,1.78075943581,
134629.0,-25.3543886932,102.855307146,0.97146,2.13523580689,
134630.0,-26.4648000376,103.596606657,0.81212,2.33943932937,
134631.0,-27.2050743316,104.337906168,0.67334,2.207317905,
134632.0,-27.5752114816,104.708555924,0.46774,2.10504161083,
134633.0,-28.1304171243,104.893880801,0.0,2.22651652677,
134634.0,-29.2408286865,106.376479823,0.0,2.44398455157,
134635.0,-30.9064457465,107.303104212,1.08454,2.59547913064,
134636.0,-32.0168571182,107.859078845,1.04856,2.62322986575,
134637.0,-32.2019258526,108.600378356,0.67334,2.67698600671,
134638.0,-32.5720631321,109.341677867,0.65792,2.45672545511,
134639.0,-32.572063182,109.527002745,0.4112,2.56598306628,
134640.0,-32.5720633317,110.082977378,0.0,2.35881248407,
134641.0,-32.0168579028,110.824276889,0.0,1.86470977283,
134642.0,-31.0915153801,111.5655764,0.0,1.44775061453,
134643.0,-31.0915153801,111.5655764,0.0,1.44775061453,
134644.0,-29.4258988902,113.2335003,0.48316,0.734260016314,
134645.0,-28.5005563755,114.160124689,0.5911,0.536514212063,
134646.0,-26.8349396505,115.086749077,0.771,0.336150413934,
134647.0,-25.1693229378,116.198698344,0.90464,0.27523842304,
134648.0,-24.2439804056,117.31064761,0.89436,0.292517182634,
134649.0,-23.1335693011,118.422596876,0.89436,0.339117473662,
134650.0,-22.7634324372,119.719871021,0.87894,0.457625329873,
134651.0,-22.5783642602,121.758444676,0.88408,0.632681853848,
134652.0,-23.503707239,122.685069065,0.78642,0.795172007209,
