goNorth
u_L,u_R,heading,
72.831258341,41.7349933272,-2.36143047795,
72.831258341,41.7349933272,-2.36143047795,
72.831258341,41.7349933272,-2.36143047795,
72.831258341,41.7349933272,-2.36143047795,
73.1015662089,41.5187470329,-2.42321513347,
72.3608921076,42.1112863139,-2.25391819603,
73.6398912001,41.0880870399,-2.54626084573,
73.6398912001,41.0880870399,-2.54626084573,
73.6398912001,41.0880870399,-2.54626084573,
73.6398912001,41.0880870399,-2.54626084573,
68.5704733046,45.1436213563,-1.38753675534,
69.0996353172,44.7202917463,-1.5084880725,
69.5616021536,44.3507182771,-1.61408049224,
69.3561987172,44.5150410262,-1.56713113537,
69.2263898541,44.6188881167,-1.53746053808,
68.8407811725,44.927375062,-1.44932141086,
68.1550849426,45.4759320459,-1.29259084403,
67.793147289,45.7654821688,-1.20986223748,
65.6230485303,47.5015611758,-0.713839664066,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
63.7828170002,48.9737463998,-0.293215314335,
