test_GPS
t,lat,long,speed,heading,
141015.0,-16.656171708,131.580663196,0.0,0.349414916249,
141016.0,-16.656171708,131.580663196,0.0,0.349414916249,
141017.0,-16.656171708,131.580663196,0.0,0.349414916249,
141018.0,-16.656171708,131.580663196,0.0,0.349414916249,
141018.214,-16.656171708,131.580663196,0.0,0.349414916249,
141020.0,-16.656171708,131.580663196,0.0,0.349414916249,
141021.0,-15.7308275827,121.943769554,0.44204,-1.1794935085,
141022.0,-15.175621811,121.202470043,0.44204,-1.08158053746,
141023.0,-15.5457586655,119.163896387,0.56026,-1.31562919015,
141024.0,-16.1009641349,117.681297366,0.63222,-1.4655529729,
141024.214,-16.4711011649,117.125322732,0.65278,-1.50674274325,
141026.0,-16.2860322887,114.716099322,0.67848,-1.53152641863,
141027.0,-16.8412376262,112.492200789,0.79156,-1.61128796544,
141028.0,-16.1009631486,110.268302256,0.8224,-1.49365277386,
141029.0,-15.9158944121,108.785703234,0.8224,-1.41406575997,
141030.0,-16.1009628033,107.673753967,0.83268,-1.44216556092,
141030.214,-17.0263055466,108.044403723,0.79156,-1.52367243699,
141032.0,-17.3964424896,107.117779334,0.68362,-1.55875355496,
141033.0,-19.2471277721,106.561804701,0.68362,-1.75196150315,
141034.0,-19.80233329,106.005830068,0.65278,-1.80903376969,
141035.0,-20.9127444066,105.449855435,0.65278,-1.91445165651,
141036.0,-22.7634294738,103.967256413,0.81212,-2.01952047748,
141036.214,-23.5037036754,104.337906168,0.8224,-2.06280464293,
141038.0,-24.9842515932,102.669982269,0.84296,-2.09910749137,
141039.0,-27.0200053446,102.299332513,0.85838,-2.22180413779,
141040.0,-26.8349366091,101.372708124,0.82754,-2.15827415302,
141041.0,-28.3154847924,101.187383247,0.80698,-2.25636165698,
141042.0,-28.8706904194,101.372708124,0.69904,-2.35567089142,
141042.214,-29.055759037,101.74335788,0.63736,-2.43455977361,
141044.0,-30.1661702112,101.74335788,0.5654,-2.57942210152,
141045.0,-30.7213757032,101.372708124,0.57568,-2.57313891622,
141046.0,-31.2765811918,101.002058369,0.5654,-2.60787096833,
141047.0,-31.8317869708,101.74335788,0.50886,-2.77105925339,
141048.0,-32.5720613861,102.855307146,0.44718,-2.8895671096,
141048.214,-33.6824728801,103.967256413,0.48316,-3.01592894745,
141050.0,-34.0526105175,106.005830068,0.44718,2.77751697162,
141051.0,-34.2376796292,108.044403723,0.57054,2.3811526985,
141052.0,-32.757131622,109.15635299,0.58596,2.09736216212,
141053.0,-31.4616520816,110.082977378,0.5911,1.92073484182,
141054.0,-31.2765837306,110.824276889,0.57568,1.885304658,
141054.214,-31.0915152373,111.009601767,0.57568,1.87238922154,
141056.0,-30.9064471192,112.677525667,0.53456,1.85179433637,
141057.0,-29.7960362104,114.160124689,0.63736,1.66417144178,
141058.0,-28.8706939125,116.013373466,0.70418,1.51808738338,
141059.0,-27.9453516291,118.051947121,0.75044,1.45979338637,
141100.0,-26.8349406779,119.719871021,0.78642,1.37427225302,
141100.214,-26.0946666119,120.461170532,0.80184,1.32802102784,
141102.0,-25.3543929257,123.05571882,0.81212,1.30288828661,
141103.0,-26.4648044556,123.797018331,0.62194,1.4433872914,
141104.0,-26.8349417053,124.352992964,0.52942,1.52541776624,
141105.0,-27.0200103105,124.538317842,0.42662,1.55840448911,
141106.0,-26.6498730593,123.982343209,0.0,1.55840448911,
141106.214,-26.6498730185,123.797018331,0.0,1.55840448911,
141108.0,-26.0946672912,123.611693453,0.0,1.55840448911,
141109.0,-26.0946672912,123.611693453,0.0,1.55840448911,
141110.0,-26.0946672912,123.611693453,0.0,1.55840448911,
141111.0,-26.0946672912,123.611693453,0.0,1.55840448911,
141112.0,-26.0946672912,123.611693453,0.0,1.55840448911,
141112.214,-26.0946672912,123.611693453,0.0,1.55840448911,
