goNorth
u_L,u_R,heading,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
36.0392722412,44.2576626849,0.755727566114,
79.0790654154,13.5149532747,-1.75388136533,
80.2164964889,12.7025025079,-1.8202038769,
80.3302395963,12.6212574312,-1.82683612806,
81.9795146529,11.4432038194,-1.92300376985,
79.9560846379,12.8885109729,-1.80501951241,
73.9037540309,17.2116042637,-1.45211393766,
73.9037540309,17.2116042637,-1.45211393766,
73.9037540309,17.2116042637,-1.45211393766,
73.9037540309,17.2116042637,-1.45211393766,
30.9657310053,47.8816207105,1.05156087433,
21.8573026981,54.3876409299,1.58266456571,
22.4709168299,53.9493451215,1.54688531604,
23.9795096221,52.8717788413,1.45892072174,
21.6717218387,54.5201986866,1.59348560707,
22.5218019042,53.9129986398,1.54391825631,
22.5996261356,53.8574099032,1.53938040026,
22.3811196399,54.0134859715,1.5521213038,
22.8750041849,53.6607112965,1.52332337114,
22.9019433419,53.6414690415,1.52175257481,
23.7430436884,53.0406830797,1.47270882283,
23.5005912754,53.2138633747,1.48684598977,
23.5005912754,53.2138633747,1.48684598977,
23.5005912754,53.2138633747,1.48684598977,
23.5005912754,53.2138633747,1.48684598977,
23.5005912754,53.2138633747,1.48684598977,
23.5005912754,53.2138633747,1.48684598977,
69.7042387778,20.2112580158,-1.2072442436,
71.6288918838,18.8365057973,-1.31946891451,
72.8531269077,17.9620522088,-1.39085288091,
71.4283448261,18.9797536956,-1.30777520852,
63.0442805184,24.9683710583,-0.818908485036,
51.1551325604,33.4606195997,-0.125663706144,
47.9194404802,35.7718282285,0.063006385997,
45.0219844823,37.8414396555,0.23195425759,
39.9574229655,41.4589835961,0.527263967027,
38.7361811813,42.3312991562,0.598473400509,
37.0330278107,43.5478372781,0.697782634947,
36.1649883072,44.1678654949,0.748397183255,
34.5935374819,45.2903303701,0.840026968985,
33.2286201937,46.2652712902,0.919613982876,
32.4773170372,46.801916402,0.963421747101,
31.9864257318,47.1525530487,0.992045146834,
31.9355406575,47.1888995304,0.995012206562,
32.2737767399,46.9473023287,0.975289986014,
32.4294252025,46.8361248553,0.966214273904,
31.7559462774,47.3171812304,1.00548418207,
29.322442428,49.0553982657,1.14737945026,
28.2299099495,49.8357786075,1.21108396796,
26.3651216369,51.1677702594,1.31981798036,
26.0448449925,51.3965392911,1.33849300335,
19.3998529314,56.1429621919,1.7259560973,
15.5116346037,58.9202609974,1.95267436713,
13.8354203901,60.1175568642,2.05041280524,
15.1165269676,59.2024807374,1.97571271326,
15.8588504051,58.6722497106,1.93242854781,
14.4969263565,59.6450526025,2.01184102877,
14.3263116955,59.7669202175,2.02178940551,
13.2487454153,60.5366104176,2.08462125858,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
13.5510626217,60.3206695559,2.06699343314,
