goNorth
u_L,u_R,heading,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
32.6063402118,77.1755618517,2.58814874778,
