triangle
t,u_L,u_R,heading,heading_obj,pos_x,pos_y,
95411.0,63.1228403484,-5.087743106,-1.87692484187,1.70703845899,-8.14301008216,24.6482087395,
95413.0,63.0359734076,-5.02569529111,-1.86806086831,1.70703845899,-8.14301008216,24.6482087395,
95415.0,62.9621144655,-4.97293890392,-1.86052424157,1.70703845899,-8.14301008216,24.6482087395,
95417.0,59.1684633711,-2.26318812224,-1.47341698705,1.70703845899,-8.14301008216,24.6482087395,
95419.0,36.9538754494,13.604374679,0.793377698846,1.70703845899,-8.14301008216,24.6482087395,
95421.0,20.708261633,25.2083845479,2.45109339439,1.70703845899,-8.14301008216,24.6482087395,
95423.0,70.0321208816,-10.0229434868,-2.58195346771,1.70703845899,-8.14301008216,24.6482087395,
95425.0,66.6019769188,-7.57284065627,-2.23193877762,1.70703845899,-8.14301008216,24.6482087395,
95427.0,54.3043565042,1.21117392554,-0.97707955165,1.70703845899,-8.14301008216,24.6482087395,
95429.0,32.2525984954,16.9624296461,1.273099837,1.70703845899,-8.14301008216,24.6482087395,
95431.0,74.4751652677,-13.1965466198,-3.03532534384,1.70703845899,-8.14301008216,24.6482087395,
95433.0,67.2288999182,-8.02064279875,-2.29591051226,1.70703845899,-8.14301008216,24.6482087395,
95435.0,51.6846514408,3.08239182803,-0.709762708438,1.70703845899,-8.14301008216,24.6482087395,
95437.0,30.8857393777,17.9387575874,1.41257525718,1.70703845899,-8.14301008216,24.6482087395,
95439.0,73.2829763149,-12.3449830821,-2.91367340988,1.70703845899,-8.14301008216,24.6482087395,
95441.0,66.8216131664,-7.72972369027,-2.25435063962,1.70703845899,-8.14301008216,24.6482087395,
95443.0,48.5851999187,5.29628577238,-0.393492144959,1.70703845899,-8.14301008216,24.6482087395,
